customer_id,customer_type,regions,building_size_m2,occupants,energy_cost_brl,Cost per square meter,Cost per occupant,People per square meter,Categorize building size,,,434370.14
CUSTOMER_1253,residential,Northeast,52,3,98.47,1.89,32.82,0.06,Large,,,
CUSTOMER_1254,residential,North,77,4,147.3,1.91,36.83,0.05,Large,,,
CUSTOMER_1255,commercial,Midwest,24,2,91.06,3.79,45.53,0.08,Small,,,
CUSTOMER_1256,residential,Midwest,77,2,54.39,0.71,27.20,0.03,Large,,,
CUSTOMER_1257,residential,Midwest,17,3,93.53,5.50,31.18,0.18,Small,,,
CUSTOMER_1258,residential,Midwest,24,1,59.58,2.48,59.58,0.04,Small,,,
CUSTOMER_1259,residential,Southeast,52,2,63.92,1.23,31.96,0.04,Large,,,
CUSTOMER_1260,residential,Northeast,24,3,82.14,3.42,27.38,0.13,Small,,,
CUSTOMER_1261,residential,North,24,2,66.11,2.75,33.06,0.08,Small,,,
CUSTOMER_1262,commercial,Southeast,24,3,86.46,3.60,28.82,0.13,Small,,,
CUSTOMER_1263,residential,Northeast,45,3,83.72,1.86,27.91,0.07,Small,,,
CUSTOMER_1264,residential,South,45,3,58.05,1.29,19.35,0.07,Small,,,
CUSTOMER_1265,residential,Southeast,45,4,139.82,3.11,34.96,0.09,Small,,,
CUSTOMER_1266,residential,Midwest,52,1,99.95,1.92,99.95,0.02,Large,,,
CUSTOMER_1267,residential,South,45,4,112.69,2.50,28.17,0.09,Small,,,
CUSTOMER_1268,residential,North,24,1,83.16,3.47,83.16,0.04,Small,,,
CUSTOMER_1269,residential,Northeast,77,3,70.05,0.91,23.35,0.04,Large,,,
CUSTOMER_1270,residential,Midwest,24,1,76.1,3.17,76.10,0.04,Small,,,
CUSTOMER_1271,commercial,Northeast,17,2,67.24,3.96,33.62,0.12,Small,,,
CUSTOMER_1272,commercial,South,17,1,70.68,4.16,70.68,0.06,Small,,,
CUSTOMER_1273,commercial,North,45,1,53.98,1.20,53.98,0.02,Small,,,
CUSTOMER_1274,residential,Midwest,17,2,102.9,6.05,51.45,0.12,Small,,,
CUSTOMER_1275,residential,Midwest,17,2,84.58,4.98,42.29,0.12,Small,,,
CUSTOMER_1276,residential,Midwest,24,2,78.21,3.26,39.11,0.08,Small,,,
CUSTOMER_1277,residential,Northeast,24,3,72.2,3.01,24.07,0.13,Small,,,
CUSTOMER_1278,commercial,Northeast,45,2,80.2,1.78,40.10,0.04,Small,,,
CUSTOMER_1279,residential,Southeast,52,2,72.02,1.39,36.01,0.04,Large,,,
CUSTOMER_1280,residential,Northeast,45,2,70.98,1.58,35.49,0.04,Small,,,
CUSTOMER_1281,residential,Southeast,24,3,76.32,3.18,25.44,0.13,Small,,,
CUSTOMER_1282,commercial,Midwest,24,1,66.67,2.78,66.67,0.04,Small,,,
CUSTOMER_1283,residential,Midwest,77,3,61.75,0.80,20.58,0.04,Large,,,
CUSTOMER_1284,residential,Midwest,17,1,81.08,4.77,81.08,0.06,Small,,,
CUSTOMER_1285,residential,Northeast,52,2,95.78,1.84,47.89,0.04,Large,,,
CUSTOMER_1286,residential,Midwest,24,3,60.35,2.51,20.12,0.13,Small,,,
CUSTOMER_1287,residential,Southeast,77,3,54.18,0.70,18.06,0.04,Large,,,
CUSTOMER_1288,residential,Midwest,24,1,65.17,2.72,65.17,0.04,Small,,,
CUSTOMER_1289,residential,South,45,3,102.81,2.28,34.27,0.07,Small,,,
CUSTOMER_1290,residential,Midwest,45,3,95.06,2.11,31.69,0.07,Small,,,
CUSTOMER_1291,residential,North,45,4,136.52,3.03,34.13,0.09,Small,,,
CUSTOMER_1292,residential,Northeast,24,1,100.22,4.18,100.22,0.04,Small,,,
CUSTOMER_1293,residential,South,45,3,75.37,1.67,25.12,0.07,Small,,,
CUSTOMER_1294,commercial,Northeast,45,3,102.99,2.29,34.33,0.07,Small,,,
CUSTOMER_1295,commercial,Southeast,17,2,67.72,3.98,33.86,0.12,Small,,,
CUSTOMER_1296,residential,Southeast,17,2,64.84,3.81,32.42,0.12,Small,,,
CUSTOMER_1297,residential,Northeast,45,2,85.26,1.89,42.63,0.04,Small,,,
CUSTOMER_1298,residential,North,17,2,71.92,4.23,35.96,0.12,Small,,,
CUSTOMER_1299,residential,Midwest,45,2,84.66,1.88,42.33,0.04,Small,,,
CUSTOMER_1300,commercial,Northeast,24,3,68.16,2.84,22.72,0.13,Small,,,
CUSTOMER_1301,residential,Midwest,45,3,84.23,1.87,28.08,0.07,Small,,,
CUSTOMER_1302,commercial,Midwest,24,2,66.66,2.78,33.33,0.08,Small,,,
CUSTOMER_1303,residential,Midwest,45,1,55.12,1.22,55.12,0.02,Small,,,
CUSTOMER_1304,residential,Midwest,17,2,99.34,5.84,49.67,0.12,Small,,,
CUSTOMER_1305,commercial,Northeast,17,3,97.85,5.76,32.62,0.18,Small,,,
CUSTOMER_1306,commercial,Midwest,17,1,102.35,6.02,102.35,0.06,Small,,,
CUSTOMER_1307,commercial,Northeast,77,2,89.29,1.16,44.65,0.03,Large,,,
CUSTOMER_1308,commercial,Northeast,17,1,87.56,5.15,87.56,0.06,Small,,,
CUSTOMER_1309,residential,Midwest,45,2,81.2,1.80,40.60,0.04,Small,,,
CUSTOMER_1310,commercial,Southeast,17,3,58.97,3.47,19.66,0.18,Small,,,
CUSTOMER_1311,residential,Northeast,17,2,62.22,3.66,31.11,0.12,Small,,,
CUSTOMER_1312,commercial,Midwest,45,1,67.36,1.50,67.36,0.02,Small,,,
CUSTOMER_1313,residential,Midwest,45,3,98.21,2.18,32.74,0.07,Small,,,
CUSTOMER_1314,commercial,Northeast,77,2,61.38,0.80,30.69,0.03,Large,,,
CUSTOMER_1315,residential,Northeast,77,2,99.89,1.30,49.95,0.03,Large,,,
CUSTOMER_1316,residential,South,45,2,79.35,1.76,39.68,0.04,Small,,,
CUSTOMER_1317,residential,Midwest,45,2,89.24,1.98,44.62,0.04,Small,,,
CUSTOMER_1318,commercial,Midwest,45,4,109.9,2.44,27.48,0.09,Small,,,
CUSTOMER_1319,residential,Midwest,24,3,66.31,2.76,22.10,0.13,Small,,,
CUSTOMER_1320,residential,North,77,4,156.4,2.03,39.10,0.05,Large,,,
CUSTOMER_1321,residential,Midwest,45,3,66.17,1.47,22.06,0.07,Small,,,
CUSTOMER_1322,residential,Midwest,45,2,67.73,1.51,33.87,0.04,Small,,,
CUSTOMER_1323,commercial,Midwest,24,3,62.65,2.61,20.88,0.13,Small,,,
CUSTOMER_1324,residential,Northeast,17,1,59.13,3.48,59.13,0.06,Small,,,
CUSTOMER_1325,commercial,North,77,3,64.48,0.84,21.49,0.04,Large,,,
CUSTOMER_1326,residential,Northeast,24,1,85.48,3.56,85.48,0.04,Small,,,
CUSTOMER_1327,residential,South,45,1,75.88,1.69,75.88,0.02,Small,,,
CUSTOMER_1328,commercial,Midwest,17,3,80.94,4.76,26.98,0.18,Small,,,
CUSTOMER_1329,commercial,Midwest,52,2,58.78,1.13,29.39,0.04,Large,,,
CUSTOMER_1330,residential,North,17,3,93.69,5.51,31.23,0.18,Small,,,
CUSTOMER_1331,residential,North,52,4,146.84,2.82,36.71,0.08,Large,,,
CUSTOMER_1332,commercial,Midwest,17,1,53.61,3.15,53.61,0.06,Small,,,
CUSTOMER_1333,residential,Midwest,52,1,72.19,1.39,72.19,0.02,Large,,,
CUSTOMER_1334,commercial,Midwest,45,4,107.63,2.39,26.91,0.09,Small,,,
CUSTOMER_1335,commercial,Northeast,24,3,93.17,3.88,31.06,0.13,Small,,,
CUSTOMER_1336,commercial,Midwest,45,1,90.36,2.01,90.36,0.02,Small,,,
CUSTOMER_1337,residential,Northeast,24,3,98.82,4.12,32.94,0.13,Small,,,
CUSTOMER_1338,commercial,Northeast,24,3,64.64,2.69,21.55,0.13,Small,,,
CUSTOMER_1339,residential,Midwest,52,2,75.93,1.46,37.97,0.04,Large,,,
CUSTOMER_1340,residential,Northeast,45,1,61.97,1.38,61.97,0.02,Small,,,
CUSTOMER_1341,residential,Northeast,24,3,71.56,2.98,23.85,0.13,Small,,,
CUSTOMER_1342,residential,Midwest,24,1,79.32,3.31,79.32,0.04,Small,,,
CUSTOMER_1343,commercial,Midwest,24,3,55.24,2.30,18.41,0.13,Small,,,
CUSTOMER_1344,commercial,Southeast,52,3,89.21,1.72,29.74,0.06,Large,,,
CUSTOMER_1345,commercial,Midwest,24,2,80.4,3.35,40.20,0.08,Small,,,
CUSTOMER_1346,residential,North,77,4,149.3,1.94,37.33,0.05,Large,,,
CUSTOMER_1347,residential,Northeast,77,3,66.46,0.86,22.15,0.04,Large,,,
CUSTOMER_1348,residential,South,17,2,98.89,5.82,49.45,0.12,Small,,,
CUSTOMER_1349,commercial,Midwest,24,1,103.78,4.32,103.78,0.04,Small,,,
CUSTOMER_1350,residential,Midwest,52,2,99.71,1.92,49.86,0.04,Large,,,
CUSTOMER_1351,commercial,North,24,2,92.44,3.85,46.22,0.08,Small,,,
CUSTOMER_1352,residential,Midwest,17,1,94.22,5.54,94.22,0.06,Small,,,
CUSTOMER_1353,residential,North,24,2,81.96,3.42,40.98,0.08,Small,,,
CUSTOMER_1354,commercial,Midwest,45,2,62.26,1.38,31.13,0.04,Small,,,
CUSTOMER_1355,residential,South,45,3,87.27,1.94,29.09,0.07,Small,,,
CUSTOMER_1356,commercial,South,17,2,89.1,5.24,44.55,0.12,Small,,,
CUSTOMER_1357,commercial,Midwest,17,3,103.1,6.06,34.37,0.18,Small,,,
CUSTOMER_1358,residential,Midwest,77,4,133.53,1.73,33.38,0.05,Large,,,
CUSTOMER_1359,residential,South,45,2,66.43,1.48,33.22,0.04,Small,,,
CUSTOMER_1360,residential,Midwest,45,1,87.61,1.95,87.61,0.02,Small,,,
CUSTOMER_1361,commercial,North,45,1,102.79,2.28,102.79,0.02,Small,,,
CUSTOMER_1362,residential,Midwest,45,4,113.57,2.52,28.39,0.09,Small,,,
CUSTOMER_1363,residential,Northeast,45,4,121.73,2.71,30.43,0.09,Small,,,
CUSTOMER_1364,residential,Midwest,24,2,80.33,3.35,40.17,0.08,Small,,,
CUSTOMER_1365,commercial,Midwest,24,3,61.24,2.55,20.41,0.13,Small,,,
CUSTOMER_1366,residential,Midwest,45,2,53.64,1.19,26.82,0.04,Small,,,
CUSTOMER_1367,commercial,Northeast,45,3,69.8,1.55,23.27,0.07,Small,,,
CUSTOMER_1368,commercial,Northeast,77,2,96.94,1.26,48.47,0.03,Large,,,
CUSTOMER_1369,residential,Midwest,24,1,54.73,2.28,54.73,0.04,Small,,,
CUSTOMER_1370,residential,Southeast,77,1,74.53,0.97,74.53,0.01,Large,,,
CUSTOMER_1371,commercial,Midwest,77,3,91.64,1.19,30.55,0.04,Large,,,
CUSTOMER_1372,residential,Northeast,24,2,101.45,4.23,50.73,0.08,Small,,,
CUSTOMER_1373,commercial,South,45,4,157.87,3.51,39.47,0.09,Small,,,
CUSTOMER_1374,residential,South,45,3,74.17,1.65,24.72,0.07,Small,,,
CUSTOMER_1375,residential,Northeast,77,1,101.3,1.32,101.30,0.01,Large,,,
CUSTOMER_1376,commercial,North,45,3,54.32,1.21,18.11,0.07,Small,,,
CUSTOMER_1377,residential,Midwest,45,2,90.8,2.02,45.40,0.04,Small,,,
CUSTOMER_1378,residential,Southeast,45,4,139.09,3.09,34.77,0.09,Small,,,
CUSTOMER_1379,residential,South,24,3,65.31,2.72,21.77,0.13,Small,,,
CUSTOMER_1380,residential,Southeast,24,2,78.55,3.27,39.28,0.08,Small,,,
CUSTOMER_1381,residential,Midwest,45,2,59.15,1.31,29.58,0.04,Small,,,
CUSTOMER_1382,residential,Midwest,45,4,151.63,3.37,37.91,0.09,Small,,,
CUSTOMER_1383,commercial,North,45,1,70.88,1.58,70.88,0.02,Small,,,
CUSTOMER_1384,residential,Northeast,45,2,84.65,1.88,42.33,0.04,Small,,,
CUSTOMER_1385,commercial,Midwest,24,2,60.65,2.53,30.33,0.08,Small,,,
CUSTOMER_1386,residential,Midwest,45,2,63.09,1.40,31.55,0.04,Small,,,
CUSTOMER_1387,commercial,Midwest,17,3,103.44,6.08,34.48,0.18,Small,,,
CUSTOMER_1388,residential,Midwest,52,1,91.17,1.75,91.17,0.02,Large,,,
CUSTOMER_1389,commercial,Northeast,77,3,101.9,1.32,33.97,0.04,Large,,,
CUSTOMER_1390,residential,Midwest,45,3,67.69,1.50,22.56,0.07,Small,,,
CUSTOMER_1391,residential,North,17,1,60.95,3.59,60.95,0.06,Small,,,
CUSTOMER_1392,residential,Midwest,24,3,78.33,3.26,26.11,0.13,Small,,,
CUSTOMER_1393,residential,Midwest,45,3,77.9,1.73,25.97,0.07,Small,,,
CUSTOMER_1394,residential,Midwest,45,4,113.45,2.52,28.36,0.09,Small,,,
CUSTOMER_1395,residential,South,45,4,144.05,3.20,36.01,0.09,Small,,,
CUSTOMER_1396,commercial,Northeast,24,2,71.08,2.96,35.54,0.08,Small,,,
CUSTOMER_1397,residential,Midwest,45,3,62.07,1.38,20.69,0.07,Small,,,
CUSTOMER_1398,residential,Northeast,45,1,69.55,1.55,69.55,0.02,Small,,,
CUSTOMER_1399,residential,Midwest,24,3,81.44,3.39,27.15,0.13,Small,,,
CUSTOMER_1400,commercial,Southeast,45,4,143.68,3.19,35.92,0.09,Small,,,
CUSTOMER_1401,residential,Midwest,17,2,77.25,4.54,38.63,0.12,Small,,,
CUSTOMER_1402,residential,Southeast,45,3,79.49,1.77,26.50,0.07,Small,,,
CUSTOMER_1403,residential,Northeast,52,1,59.63,1.15,59.63,0.02,Large,,,
CUSTOMER_1404,commercial,Southeast,45,4,153.99,3.42,38.50,0.09,Small,,,
CUSTOMER_1405,commercial,North,52,2,100.19,1.93,50.10,0.04,Large,,,
CUSTOMER_1406,residential,Southeast,45,3,87.59,1.95,29.20,0.07,Small,,,
CUSTOMER_1407,commercial,Northeast,24,1,53.41,2.23,53.41,0.04,Small,,,
CUSTOMER_1408,commercial,Northeast,45,4,133.3,2.96,33.33,0.09,Small,,,
CUSTOMER_1409,residential,Midwest,45,1,84.81,1.88,84.81,0.02,Small,,,
CUSTOMER_1410,commercial,South,24,3,103.58,4.32,34.53,0.13,Small,,,
CUSTOMER_1411,residential,North,17,3,103.65,6.10,34.55,0.18,Small,,,
CUSTOMER_1412,residential,Northeast,45,2,96.54,2.15,48.27,0.04,Small,,,
CUSTOMER_1413,residential,Southeast,17,3,55.78,3.28,18.59,0.18,Small,,,
CUSTOMER_1414,residential,Northeast,17,2,101.45,5.97,50.73,0.12,Small,,,
CUSTOMER_1415,residential,Northeast,45,3,83.96,1.87,27.99,0.07,Small,,,
CUSTOMER_1416,commercial,Midwest,24,1,93.63,3.90,93.63,0.04,Small,,,
CUSTOMER_1417,residential,Northeast,77,1,73.41,0.95,73.41,0.01,Large,,,
CUSTOMER_1418,residential,South,24,1,68.92,2.87,68.92,0.04,Small,,,
CUSTOMER_1419,residential,Midwest,45,1,76.29,1.70,76.29,0.02,Small,,,
CUSTOMER_1420,commercial,Midwest,45,2,60.04,1.33,30.02,0.04,Small,,,
CUSTOMER_1421,residential,South,45,1,70.84,1.57,70.84,0.02,Small,,,
CUSTOMER_1422,residential,Midwest,24,2,96.54,4.02,48.27,0.08,Small,,,
CUSTOMER_1423,residential,North,77,2,54.45,0.71,27.23,0.03,Large,,,
CUSTOMER_1424,residential,Northeast,45,2,60.25,1.34,30.13,0.04,Small,,,
CUSTOMER_1425,commercial,Midwest,52,3,58.92,1.13,19.64,0.06,Large,,,
CUSTOMER_1426,commercial,Northeast,24,2,73.2,3.05,36.60,0.08,Small,,,
CUSTOMER_1427,residential,South,17,3,103.7,6.10,34.57,0.18,Small,,,
CUSTOMER_1428,commercial,Midwest,45,2,61.4,1.36,30.70,0.04,Small,,,
CUSTOMER_1429,residential,Northeast,17,3,59.97,3.53,19.99,0.18,Small,,,
CUSTOMER_1430,commercial,Midwest,45,4,154.01,3.42,38.50,0.09,Small,,,
CUSTOMER_1431,residential,Midwest,24,3,97.79,4.07,32.60,0.13,Small,,,
CUSTOMER_1432,residential,South,45,4,105.63,2.35,26.41,0.09,Small,,,
CUSTOMER_1433,residential,Southeast,77,1,91.1,1.18,91.10,0.01,Large,,,
CUSTOMER_1434,commercial,Midwest,45,2,86.16,1.91,43.08,0.04,Small,,,
CUSTOMER_1435,residential,Midwest,52,3,91.92,1.77,30.64,0.06,Large,,,
CUSTOMER_1436,residential,Midwest,45,4,130.96,2.91,32.74,0.09,Small,,,
CUSTOMER_1437,residential,Midwest,45,4,158.2,3.52,39.55,0.09,Small,,,
CUSTOMER_1438,commercial,North,77,1,54.75,0.71,54.75,0.01,Large,,,
CUSTOMER_1439,residential,North,52,2,64.53,1.24,32.27,0.04,Large,,,
CUSTOMER_1440,commercial,Midwest,45,1,72.86,1.62,72.86,0.02,Small,,,
CUSTOMER_1441,commercial,Northeast,24,3,75.6,3.15,25.20,0.13,Small,,,
CUSTOMER_1442,residential,North,45,4,154.36,3.43,38.59,0.09,Small,,,
CUSTOMER_1443,commercial,Midwest,24,1,81.26,3.39,81.26,0.04,Small,,,
CUSTOMER_1444,residential,North,45,1,54.82,1.22,54.82,0.02,Small,,,
CUSTOMER_1445,commercial,Midwest,45,2,73.44,1.63,36.72,0.04,Small,,,
CUSTOMER_1446,residential,Midwest,52,3,73.89,1.42,24.63,0.06,Large,,,
CUSTOMER_1447,commercial,South,52,2,102.08,1.96,51.04,0.04,Large,,,
CUSTOMER_1448,commercial,Midwest,45,2,83.27,1.85,41.64,0.04,Small,,,
CUSTOMER_1449,commercial,North,17,1,85.14,5.01,85.14,0.06,Small,,,
CUSTOMER_1450,commercial,Midwest,52,3,89.13,1.71,29.71,0.06,Large,,,
CUSTOMER_1451,residential,Southeast,24,2,92.04,3.84,46.02,0.08,Small,,,
CUSTOMER_1452,residential,South,45,3,85.11,1.89,28.37,0.07,Small,,,
CUSTOMER_1453,commercial,Midwest,17,2,64.68,3.80,32.34,0.12,Small,,,
CUSTOMER_1454,residential,Northeast,24,1,97.38,4.06,97.38,0.04,Small,,,
CUSTOMER_1455,residential,South,77,2,90.09,1.17,45.05,0.03,Large,,,
CUSTOMER_1456,commercial,Northeast,17,2,90.6,5.33,45.30,0.12,Small,,,
CUSTOMER_1457,commercial,Midwest,45,4,158.48,3.52,39.62,0.09,Small,,,
CUSTOMER_1458,commercial,Midwest,24,2,93.71,3.90,46.86,0.08,Small,,,
CUSTOMER_1459,residential,North,77,3,95.08,1.23,31.69,0.04,Large,,,
CUSTOMER_1460,commercial,Northeast,52,1,101.35,1.95,101.35,0.02,Large,,,
CUSTOMER_1461,residential,Northeast,24,3,60.26,2.51,20.09,0.13,Small,,,
CUSTOMER_1462,commercial,Midwest,17,2,78.06,4.59,39.03,0.12,Small,,,
CUSTOMER_1463,residential,South,45,4,135.68,3.02,33.92,0.09,Small,,,
CUSTOMER_1464,commercial,Northeast,24,1,69.41,2.89,69.41,0.04,Small,,,
CUSTOMER_1465,commercial,Southeast,45,3,95.6,2.12,31.87,0.07,Small,,,
CUSTOMER_1466,residential,North,17,2,91.65,5.39,45.83,0.12,Small,,,
CUSTOMER_1467,commercial,Midwest,17,1,89.52,5.27,89.52,0.06,Small,,,
CUSTOMER_1468,residential,North,45,4,158.51,3.52,39.63,0.09,Small,,,
CUSTOMER_1469,commercial,South,24,1,65.82,2.74,65.82,0.04,Small,,,
CUSTOMER_1470,commercial,Midwest,52,4,144.17,2.77,36.04,0.08,Large,,,
CUSTOMER_1471,residential,Midwest,17,2,80.81,4.75,40.41,0.12,Small,,,
CUSTOMER_1472,commercial,Southeast,24,1,68.57,2.86,68.57,0.04,Small,,,
CUSTOMER_1473,commercial,Midwest,77,1,60.75,0.79,60.75,0.01,Large,,,
CUSTOMER_1474,residential,South,45,4,152.96,3.40,38.24,0.09,Small,,,
CUSTOMER_1475,residential,Midwest,45,3,83.08,1.85,27.69,0.07,Small,,,
CUSTOMER_1476,commercial,South,24,1,94.86,3.95,94.86,0.04,Small,,,
CUSTOMER_1477,commercial,Midwest,45,3,80.5,1.79,26.83,0.07,Small,,,
CUSTOMER_1478,commercial,North,45,3,63.8,1.42,21.27,0.07,Small,,,
CUSTOMER_1479,commercial,Midwest,24,3,69.83,2.91,23.28,0.13,Small,,,
CUSTOMER_1480,residential,North,52,3,72.09,1.39,24.03,0.06,Large,,,
CUSTOMER_1481,commercial,Midwest,45,1,102.46,2.28,102.46,0.02,Small,,,
CUSTOMER_1482,residential,Midwest,24,1,52.79,2.20,52.79,0.04,Small,,,
CUSTOMER_1483,residential,Midwest,45,3,103.11,2.29,34.37,0.07,Small,,,
CUSTOMER_1484,residential,North,45,1,102.85,2.29,102.85,0.02,Small,,,
CUSTOMER_1485,residential,Northeast,24,3,103.65,4.32,34.55,0.13,Small,,,
CUSTOMER_1486,residential,Midwest,45,3,76.97,1.71,25.66,0.07,Small,,,
CUSTOMER_1487,residential,South,24,3,101.99,4.25,34.00,0.13,Small,,,
CUSTOMER_1488,commercial,Northeast,45,4,125.54,2.79,31.39,0.09,Small,,,
CUSTOMER_1489,residential,Midwest,45,2,53.85,1.20,26.93,0.04,Small,,,
CUSTOMER_1490,residential,Midwest,45,1,64.02,1.42,64.02,0.02,Small,,,
CUSTOMER_1491,residential,Midwest,77,1,101.04,1.31,101.04,0.01,Large,,,
CUSTOMER_1492,residential,Northeast,24,3,53.21,2.22,17.74,0.13,Small,,,
CUSTOMER_1493,residential,Midwest,45,4,133.79,2.97,33.45,0.09,Small,,,
CUSTOMER_1494,residential,Northeast,45,4,108,2.40,27.00,0.09,Small,,,
CUSTOMER_1495,residential,South,45,1,67.21,1.49,67.21,0.02,Small,,,
CUSTOMER_1496,commercial,North,45,3,57.02,1.27,19.01,0.07,Small,,,
CUSTOMER_1497,residential,Northeast,17,1,96.64,5.68,96.64,0.06,Small,,,
CUSTOMER_1498,residential,North,24,3,82.85,3.45,27.62,0.13,Small,,,
CUSTOMER_1499,residential,Northeast,24,3,98.82,4.12,32.94,0.13,Small,,,
CUSTOMER_1500,commercial,Midwest,77,2,87.85,1.14,43.93,0.03,Large,,,
CUSTOMER_1501,residential,Northeast,24,3,102.36,4.27,34.12,0.13,Small,,,
CUSTOMER_1502,residential,North,52,2,78.68,1.51,39.34,0.04,Large,,,
CUSTOMER_1503,residential,Midwest,45,1,85.3,1.90,85.30,0.02,Small,,,
CUSTOMER_1504,residential,North,24,1,82.09,3.42,82.09,0.04,Small,,,
CUSTOMER_1505,residential,North,45,4,130.4,2.90,32.60,0.09,Small,,,
CUSTOMER_1506,residential,Southeast,52,2,95.94,1.85,47.97,0.04,Large,,,
CUSTOMER_1507,residential,Midwest,52,1,85.6,1.65,85.60,0.02,Large,,,
CUSTOMER_1508,residential,South,24,2,93.65,3.90,46.83,0.08,Small,,,
CUSTOMER_1509,residential,Southeast,24,1,92.88,3.87,92.88,0.04,Small,,,
CUSTOMER_1510,commercial,Midwest,24,2,62.31,2.60,31.16,0.08,Small,,,
CUSTOMER_1511,commercial,North,17,2,85.89,5.05,42.95,0.12,Small,,,
CUSTOMER_1512,commercial,Midwest,45,3,62.75,1.39,20.92,0.07,Small,,,
CUSTOMER_1513,commercial,Southeast,52,1,82.45,1.59,82.45,0.02,Large,,,
CUSTOMER_1514,residential,Midwest,24,3,87.29,3.64,29.10,0.13,Small,,,
CUSTOMER_1515,residential,Midwest,45,4,158.52,3.52,39.63,0.09,Small,,,
CUSTOMER_1516,residential,Northeast,45,2,54.07,1.20,27.04,0.04,Small,,,
CUSTOMER_1517,residential,Southeast,24,3,57.19,2.38,19.06,0.13,Small,,,
CUSTOMER_1518,commercial,Midwest,17,2,56.46,3.32,28.23,0.12,Small,,,
CUSTOMER_1519,residential,South,45,1,72.96,1.62,72.96,0.02,Small,,,
CUSTOMER_1520,commercial,Northeast,52,1,94.69,1.82,94.69,0.02,Large,,,
CUSTOMER_1521,residential,Northeast,45,4,150.12,3.34,37.53,0.09,Small,,,
CUSTOMER_1522,commercial,Northeast,17,1,90.34,5.31,90.34,0.06,Small,,,
CUSTOMER_1523,residential,Midwest,24,2,98.55,4.11,49.28,0.08,Small,,,
CUSTOMER_1524,residential,Northeast,17,3,69.08,4.06,23.03,0.18,Small,,,
CUSTOMER_1525,residential,North,45,1,57.03,1.27,57.03,0.02,Small,,,
CUSTOMER_1526,residential,South,45,2,55.49,1.23,27.75,0.04,Small,,,
CUSTOMER_1527,residential,North,17,3,96.26,5.66,32.09,0.18,Small,,,
CUSTOMER_1528,residential,Southeast,52,2,90.01,1.73,45.01,0.04,Large,,,
CUSTOMER_1529,commercial,Northeast,45,4,142.15,3.16,35.54,0.09,Small,,,
CUSTOMER_1530,residential,Southeast,45,2,69.94,1.55,34.97,0.04,Small,,,
CUSTOMER_1531,residential,Midwest,77,4,124.68,1.62,31.17,0.05,Large,,,
CUSTOMER_1532,residential,South,17,1,101.7,5.98,101.70,0.06,Small,,,
CUSTOMER_1533,commercial,South,77,4,107.36,1.39,26.84,0.05,Large,,,
CUSTOMER_1534,residential,North,17,2,92.23,5.43,46.12,0.12,Small,,,
CUSTOMER_1535,residential,North,24,2,68.4,2.85,34.20,0.08,Small,,,
CUSTOMER_1536,residential,Northeast,52,3,54.51,1.05,18.17,0.06,Large,,,
CUSTOMER_1537,residential,Midwest,77,1,90.63,1.18,90.63,0.01,Large,,,
CUSTOMER_1538,commercial,Southeast,45,2,69.49,1.54,34.75,0.04,Small,,,
CUSTOMER_1539,residential,Midwest,45,4,143.44,3.19,35.86,0.09,Small,,,
CUSTOMER_1540,residential,Midwest,45,2,88.84,1.97,44.42,0.04,Small,,,
CUSTOMER_1541,commercial,Northeast,52,3,79.96,1.54,26.65,0.06,Large,,,
CUSTOMER_1542,residential,Southeast,17,2,92.42,5.44,46.21,0.12,Small,,,
CUSTOMER_1543,residential,South,52,2,82.34,1.58,41.17,0.04,Large,,,
CUSTOMER_1544,residential,Northeast,45,2,67.22,1.49,33.61,0.04,Small,,,
CUSTOMER_1545,commercial,Midwest,45,2,90.2,2.00,45.10,0.04,Small,,,
CUSTOMER_1546,residential,North,45,4,136.15,3.03,34.04,0.09,Small,,,
CUSTOMER_1547,commercial,Midwest,45,2,53.15,1.18,26.58,0.04,Small,,,
CUSTOMER_1548,residential,Midwest,77,3,98.8,1.28,32.93,0.04,Large,,,
CUSTOMER_1549,residential,North,45,2,80.52,1.79,40.26,0.04,Small,,,
CUSTOMER_1550,residential,Midwest,77,2,97.1,1.26,48.55,0.03,Large,,,
CUSTOMER_1551,commercial,Northeast,24,2,97.83,4.08,48.92,0.08,Small,,,
CUSTOMER_1552,residential,Midwest,45,4,128.25,2.85,32.06,0.09,Small,,,
CUSTOMER_1553,commercial,Midwest,52,4,131.68,2.53,32.92,0.08,Large,,,
CUSTOMER_1554,commercial,North,45,2,73.85,1.64,36.93,0.04,Small,,,
CUSTOMER_1555,residential,Midwest,45,4,128.49,2.86,32.12,0.09,Small,,,
CUSTOMER_1556,residential,Midwest,45,1,98.47,2.19,98.47,0.02,Small,,,
CUSTOMER_1557,residential,Northeast,52,1,92.97,1.79,92.97,0.02,Large,,,
CUSTOMER_1558,residential,North,52,1,59,1.13,59.00,0.02,Large,,,
CUSTOMER_1559,commercial,Midwest,17,1,83.84,4.93,83.84,0.06,Small,,,
CUSTOMER_1560,commercial,South,52,3,103.64,1.99,34.55,0.06,Large,,,
CUSTOMER_1561,residential,Northeast,45,1,83.08,1.85,83.08,0.02,Small,,,
CUSTOMER_1562,residential,Northeast,24,3,92.85,3.87,30.95,0.13,Small,,,
CUSTOMER_1563,commercial,Northeast,52,4,146.01,2.81,36.50,0.08,Large,,,
CUSTOMER_1564,residential,Midwest,45,1,70.49,1.57,70.49,0.02,Small,,,
